Year,Month,Site,Block,Plot,PlotID,Total_ticks,D_occidentalis,I_pacificus,D_variabilis,Other_unknown,stationID_elevation,stationID_precip,station_elevation,mean_max_F,mean_min_F,diff,rain_year,precip (in),precip (mm),,,,,,,,,
2016,October,Intermediate,3,Open,IO3,0,0,0,0,0,Loraine,Loraine,1290.8,71.6,45,26.6,2015/2016,0.48,12.19202438,,,,,,,,,
2016,October,Intermediate,3,Partial,IP3,0,0,0,0,0,Loraine,Loraine,1290.8,71.6,45,26.6,2015/2016,0.48,12.19202438,,,,,,,,,
2016,October,Intermediate,3,Total,IT3,0,0,0,0,0,Loraine,Loraine,1290.8,71.6,45,26.6,2015/2016,0.48,12.19202438,,,,,,,,,
2016,October,Intermediate,1,Open,IO1,0,0,0,0,0,Loraine,Loraine,1290.8,71.6,45,26.6,2015/2016,0.48,12.19202438,,,,,,,,,
2016,October,Intermediate,1,Partial,IP1,0,0,0,0,0,Loraine,Loraine,1290.8,71.6,45,26.6,2015/2016,0.48,12.19202438,,,,,,,,,
2016,October,Arid,1,Open,AO1,0,0,0,0,0,Lebec,Lebec,1089.7,72,48.6,23.4,2015/2016,0.27,6.858013716,,,,,,,,,
2016,October,Arid,1,Partial,AP1,0,0,0,0,0,Lebec,Lebec,1089.7,72,48.6,23.4,2015/2016,0.27,6.858013716,,,,,,,,,
2016,October,Arid,1,Total,AT1,0,0,0,0,0,Lebec,Lebec,1089.7,72,48.6,23.4,2015/2016,0.27,6.858013716,,,,,,,,,
2016,October,Arid,2,Open,AO2,0,0,0,0,0,Lebec,Lebec,1089.7,72,48.6,23.4,2015/2016,0.27,6.858013716,,,,,,,,,
2016,October,Arid,2,Partial,AP2,0,0,0,0,0,Lebec,Lebec,1089.7,72,48.6,23.4,2015/2016,0.27,6.858013716,,,,,,,,,
2016,October,Arid,2,Total,AT2,0,0,0,0,0,Lebec,Lebec,1089.7,72,48.6,23.4,2015/2016,0.27,6.858013716,,,,,,,,,
2016,October,Arid,3,Open,AO3,0,0,0,0,0,Lebec,Lebec,1089.7,72,48.6,23.4,2015/2016,0.27,6.858013716,,,,,,,,,
2016,October,Arid,3,Partial,AP3,0,0,0,0,0,Lebec,Lebec,1089.7,72,48.6,23.4,2015/2016,0.27,6.858013716,,,,,,,,,
2016,October,Arid,3,Total,AT3,0,0,0,0,0,Lebec,Lebec,1089.7,72,48.6,23.4,2015/2016,0.27,6.858013716,,,,,,,,,
2016,November,Mesic,1,Open,MO1,1,0,0,1,0,Chuchupate,Bear Valley,1493.5,60.3,28.2,32.1,2016/2017,3.92,99.56819914,,,,,,,,,
2016,November,Mesic,1,Partial,MP1,1,1,0,0,0,Chuchupate,Bear Valley,1493.5,60.3,28.2,32.1,2016/2017,3.92,99.56819914,,,,,,,,,
2016,November,Mesic,1,Total,MT1,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,60.3,28.2,32.1,2016/2017,3.92,99.56819914,,,,,,,,,
2016,November,Mesic,2,Open,MO2,3,1,2,0,0,Chuchupate,Bear Valley,1493.5,60.3,28.2,32.1,2016/2017,3.92,99.56819914,,,,,,,,,
2016,November,Mesic,2,Partial,MP2,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,60.3,28.2,32.1,2016/2017,3.92,99.56819914,,,,,,,,,
2016,November,Mesic,2,Total,MT2,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,60.3,28.2,32.1,2016/2017,3.92,99.56819914,,,,,,,,,
2016,November,Mesic,3,Open,MO3,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,60.3,28.2,32.1,2016/2017,3.92,99.56819914,,,,,,,,,
2016,November,Mesic,3,Partial,MP3,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,60.3,28.2,32.1,2016/2017,3.92,99.56819914,,,,,,,,,
2016,November,Mesic,3,Total,MT3,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,60.3,28.2,32.1,2016/2017,3.92,99.56819914,,,,,,,,,
2016,November,Intermediate,1,Total,IT1,1,1,0,0,0,Loraine,Loraine,1290.8,64.4,40.2,24.2,2016/2017,1.31,33.27406655,,,,,,,,,
2016,November,Intermediate,2,Open,IO2,0,0,0,0,0,Loraine,Loraine,1290.8,64.4,40.2,24.2,2016/2017,1.31,33.27406655,,,,,,,,,
2016,November,Intermediate,2,Partial,IP2,1,1,0,0,0,Loraine,Loraine,1290.8,64.4,40.2,24.2,2016/2017,1.31,33.27406655,,,,,,,,,
2016,November,Intermediate,2,Total,IT2,2,2,0,0,0,Loraine,Loraine,1290.8,64.4,40.2,24.2,2016/2017,1.31,33.27406655,,,,,,,,,
2016,November,Intermediate,3,Open,IO3,0,0,0,0,0,Loraine,Loraine,1290.8,64.4,40.2,24.2,2016/2017,1.31,33.27406655,,,,,,,,,
2016,November,Intermediate,3,Partial,IP3,0,0,0,0,0,Loraine,Loraine,1290.8,64.4,40.2,24.2,2016/2017,1.31,33.27406655,,,,,,,,,
2016,November,Intermediate,3,Total,IT3,0,0,0,0,0,Loraine,Loraine,1290.8,64.4,40.2,24.2,2016/2017,1.31,33.27406655,,,,,,,,,
2016,November,Intermediate,1,Open,IO1,0,0,0,0,0,Loraine,Loraine,1290.8,64.4,40.2,24.2,2016/2017,1.31,33.27406655,,,,,,,,,
2016,November,Intermediate,1,Partial,IP1,1,1,0,0,0,Loraine,Loraine,1290.8,64.4,40.2,24.2,2016/2017,1.31,33.27406655,,,,,,,,,
2016,November,Arid,1,Open,AO1,0,0,0,0,0,Lebec,Lebec,1089.7,64.2,41.8,22.4,2016/2017,1.04,26.41605283,,,,,,,,,
2016,November,Arid,1,Partial,AP1,0,0,0,0,0,Lebec,Lebec,1089.7,64.2,41.8,22.4,2016/2017,1.04,26.41605283,,,,,,,,,
2016,November,Arid,1,Total,AT1,1,1,0,0,0,Lebec,Lebec,1089.7,64.2,41.8,22.4,2016/2017,1.04,26.41605283,,,,,,,,,
2016,November,Arid,2,Open,AO2,1,0,1,0,0,Lebec,Lebec,1089.7,64.2,41.8,22.4,2016/2017,1.04,26.41605283,,,,,,,,,
2016,November,Arid,2,Partial,AP2,0,0,0,0,0,Lebec,Lebec,1089.7,64.2,41.8,22.4,2016/2017,1.04,26.41605283,,,,,,,,,
2016,November,Arid,2,Total,AT2,1,0,1,0,0,Lebec,Lebec,1089.7,64.2,41.8,22.4,2016/2017,1.04,26.41605283,,,,,,,,,
2016,November,Arid,3,Open,AO3,0,0,0,0,0,Lebec,Lebec,1089.7,64.2,41.8,22.4,2016/2017,1.04,26.41605283,,,,,,,,,
2016,November,Arid,3,Partial,AP3,1,1,0,0,0,Lebec,Lebec,1089.7,64.2,41.8,22.4,2016/2017,1.04,26.41605283,,,,,,,,,
2016,November,Arid,3,Total,AT3,0,0,0,0,0,Lebec,Lebec,1089.7,64.2,41.8,22.4,2016/2017,1.04,26.41605283,,,,,,,,,
2016,December,Arid,1,Open,AO1,1,0,1,0,0,Lebec,Lebec,1089.7,52.1,36.4,15.7,2016/2017,3.43,87.12217424,,,,,,,,,
2016,December,Arid,1,Partial,AP1,0,0,0,0,0,Lebec,Lebec,1089.7,52.1,36.4,15.7,2016/2017,3.43,87.12217424,,,,,,,,,
2016,December,Arid,1,Total,AT1,1,0,1,0,0,Lebec,Lebec,1089.7,52.1,36.4,15.7,2016/2017,3.43,87.12217424,,,,,,,,,
2016,December,Arid,2,Open,AO2,0,0,0,0,0,Lebec,Lebec,1089.7,52.1,36.4,15.7,2016/2017,3.43,87.12217424,,,,,,,,,
2016,December,Arid,2,Partial,AP2,1,1,0,0,0,Lebec,Lebec,1089.7,52.1,36.4,15.7,2016/2017,3.43,87.12217424,,,,,,,,,
2016,December,Arid,2,Total,AT2,0,0,0,0,0,Lebec,Lebec,1089.7,52.1,36.4,15.7,2016/2017,3.43,87.12217424,,,,,,,,,
2016,December,Arid,3,Open,AO3,0,0,0,0,0,Lebec,Lebec,1089.7,52.1,36.4,15.7,2016/2017,3.43,87.12217424,,,,,,,,,
2016,December,Arid,3,Partial,AP3,0,0,0,0,0,Lebec,Lebec,1089.7,52.1,36.4,15.7,2016/2017,3.43,87.12217424,,,,,,,,,
2016,December,Arid,3,Total,AT3,0,0,0,0,0,Lebec,Lebec,1089.7,52.1,36.4,15.7,2016/2017,3.43,87.12217424,,,,,,,,,
2016,December,Intermediate,2,Open,IO2,1,1,0,0,0,Loraine,Loraine,1290.8,52.4,32.1,20.3,2016/2017,3.57,90.67818136,,,,,,,,,
2016,December,Intermediate,2,Partial,IP2,0,0,0,0,0,Loraine,Loraine,1290.8,52.4,32.1,20.3,2016/2017,3.57,90.67818136,,,,,,,,,
2016,December,Intermediate,2,Total,IT2,1,1,0,0,0,Loraine,Loraine,1290.8,52.4,32.1,20.3,2016/2017,3.57,90.67818136,,,,,,,,,
2016,December,Intermediate,3,Open,IO3,0,0,0,0,0,Loraine,Loraine,1290.8,52.4,32.1,20.3,2016/2017,3.57,90.67818136,,,,,,,,,
2016,December,Intermediate,3,Partial,IP3,2,1,1,0,0,Loraine,Loraine,1290.8,52.4,32.1,20.3,2016/2017,3.57,90.67818136,,,,,,,,,
2016,December,Intermediate,3,Total,IT3,1,0,1,0,0,Loraine,Loraine,1290.8,52.4,32.1,20.3,2016/2017,3.57,90.67818136,,,,,,,,,
2016,December,Intermediate,1,Open,IO1,1,1,0,0,0,Loraine,Loraine,1290.8,52.4,32.1,20.3,2016/2017,3.57,90.67818136,,,,,,,,,
2016,December,Intermediate,1,Partial,IP1,0,0,0,0,0,Loraine,Loraine,1290.8,52.4,32.1,20.3,2016/2017,3.57,90.67818136,,,,,,,,,
2016,December,Intermediate,1,Total,IT1,0,0,0,0,0,Loraine,Loraine,1290.8,52.4,32.1,20.3,2016/2017,3.57,90.67818136,,,,,,,,,
2016,December,Mesic,1,Open,MO1,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,50.4,25.3,25.1,2016/2017,4.45,113.0302261,,,,,,,,,
2016,December,Mesic,1,Partial,MP1,1,1,0,0,0,Chuchupate,Bear Valley,1493.5,50.4,25.3,25.1,2016/2017,4.45,113.0302261,,,,,,,,,
2016,December,Mesic,1,Total,MT1,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,50.4,25.3,25.1,2016/2017,4.45,113.0302261,,,,,,,,,
2016,December,Mesic,2,Open,MO2,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,50.4,25.3,25.1,2016/2017,4.45,113.0302261,,,,,,,,,
2016,December,Mesic,2,Partial,MP2,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,50.4,25.3,25.1,2016/2017,4.45,113.0302261,,,,,,,,,
2016,December,Mesic,2,Total,MT2,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,50.4,25.3,25.1,2016/2017,4.45,113.0302261,,,,,,,,,
2016,December,Mesic,3,Open,MO3,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,50.4,25.3,25.1,2016/2017,4.45,113.0302261,,,,,,,,,
2016,December,Mesic,3,Partial,MP3,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,50.4,25.3,25.1,2016/2017,4.45,113.0302261,,,,,,,,,
2016,December,Mesic,3,Total,MT3,1,1,0,0,0,Chuchupate,Bear Valley,1493.5,50.4,25.3,25.1,2016/2017,4.45,113.0302261,,,,,,,,,
2017,January,Arid,2,Open,AO2,0,0,0,0,0,Lebec,Lebec,1089.7,48.3,33.6,14.7,2016/2017,5.73,145.5422911,,,,,,,,,
2017,January,Arid,2,Partial,AP2,0,0,0,0,0,Lebec,Lebec,1089.7,48.3,33.6,14.7,2016/2017,5.73,145.5422911,,,,,,,,,
2017,January,Arid,2,Total,AT2,0,0,0,0,0,Lebec,Lebec,1089.7,48.3,33.6,14.7,2016/2017,5.73,145.5422911,,,,,,,,,
2017,January,Arid,1,Open,AO1,0,0,0,0,0,Lebec,Lebec,1089.7,48.3,33.6,14.7,2016/2017,5.73,145.5422911,,,,,,,,,
2017,January,Arid,1,Partial,AP1,0,0,0,0,0,Lebec,Lebec,1089.7,48.3,33.6,14.7,2016/2017,5.73,145.5422911,,,,,,,,,
2017,January,Arid,1,Total,AT1,0,0,0,0,0,Lebec,Lebec,1089.7,48.3,33.6,14.7,2016/2017,5.73,145.5422911,,,,,,,,,
2017,January,Arid,3,Open,AO3,0,0,0,0,0,Lebec,Lebec,1089.7,48.3,33.6,14.7,2016/2017,5.73,145.5422911,,,,,,,,,
2017,January,Arid,3,Partial,AP3,0,0,0,0,0,Lebec,Lebec,1089.7,48.3,33.6,14.7,2016/2017,5.73,145.5422911,,,,,,,,,
2017,January,Arid,3,Total,AT3,0,0,0,0,0,Lebec,Lebec,1089.7,48.3,33.6,14.7,2016/2017,5.73,145.5422911,,,,,,,,,
2017,January,Intermediate,3,Open,IO3,0,0,0,0,0,Loraine,Loraine,1290.8,48.6,30.7,17.9,2016/2017,9.67,245.6184912,,,,,,,,,
2017,January,Intermediate,3,Partial,IP3,0,0,0,0,0,Loraine,Loraine,1290.8,48.6,30.7,17.9,2016/2017,9.67,245.6184912,,,,,,,,,
2017,January,Intermediate,3,Total,IT3,0,0,0,0,0,Loraine,Loraine,1290.8,48.6,30.7,17.9,2016/2017,9.67,245.6184912,,,,,,,,,
2017,January,Intermediate,2,Open,IO2,0,0,0,0,0,Loraine,Loraine,1290.8,48.6,30.7,17.9,2016/2017,9.67,245.6184912,,,,,,,,,
2017,January,Intermediate,2,Total,IT2,0,0,0,0,0,Loraine,Loraine,1290.8,48.6,30.7,17.9,2016/2017,9.67,245.6184912,,,,,,,,,
2017,January,Intermediate,2,Partial,IP2,0,0,0,0,0,Loraine,Loraine,1290.8,48.6,30.7,17.9,2016/2017,9.67,245.6184912,,,,,,,,,
2017,January,Intermediate,1,Total,IT1,0,0,0,0,0,Loraine,Loraine,1290.8,48.6,30.7,17.9,2016/2017,9.67,245.6184912,,,,,,,,,
2017,January,Intermediate,1,Open,IO1,0,0,0,0,0,Loraine,Loraine,1290.8,48.6,30.7,17.9,2016/2017,9.67,245.6184912,,,,,,,,,
2017,January,Intermediate,1,Partial,IP1,0,0,0,0,0,Loraine,Loraine,1290.8,48.6,30.7,17.9,2016/2017,9.67,245.6184912,,,,,,,,,
2017,January,Mesic,1,Total,MT1,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,47.6,24.6,23,2016/2017,9.07,230.3784608,,,,,,,,,
2017,January,Mesic,1,Partial,MP1,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,47.6,24.6,23,2016/2017,9.07,230.3784608,,,,,,,,,
2017,January,Mesic,1,Open,MO1,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,47.6,24.6,23,2016/2017,9.07,230.3784608,,,,,,,,,
2017,January,Mesic,2,Total,MT2,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,47.6,24.6,23,2016/2017,9.07,230.3784608,,,,,,,,,
2017,January,Mesic,2,Partial,MP2,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,47.6,24.6,23,2016/2017,9.07,230.3784608,,,,,,,,,
2017,January,Mesic,2,Open,MO2,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,47.6,24.6,23,2016/2017,9.07,230.3784608,,,,,,,,,
2017,January,Mesic,3,Total,MT3,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,47.6,24.6,23,2016/2017,9.07,230.3784608,,,,,,,,,
2017,January,Mesic,3,Partial,MP3,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,47.6,24.6,23,2016/2017,9.07,230.3784608,,,,,,,,,
2017,January,Mesic,3,Open,MO3,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,47.6,24.6,23,2016/2017,9.07,230.3784608,,,,,,,,,
2017,February,Intermediate,1,Open,IO1,0,0,0,0,0,Loraine,Loraine,1290.8,55.1,36.9,18.2,2016/2017,4.25,107.9502159,,,,,,,,,
2017,February,Intermediate,1,Partial,IP1,0,0,0,0,0,Loraine,Loraine,1290.8,55.1,36.9,18.2,2016/2017,4.25,107.9502159,,,,,,,,,
2017,February,Intermediate,1,Total,IT1,0,0,0,0,0,Loraine,Loraine,1290.8,55.1,36.9,18.2,2016/2017,4.25,107.9502159,,,,,,,,,
2017,February,Intermediate,2,Open,IO2,0,0,0,0,0,Loraine,Loraine,1290.8,55.1,36.9,18.2,2016/2017,4.25,107.9502159,,,,,,,,,
2017,February,Intermediate,2,Partial,IP2,0,0,0,0,0,Loraine,Loraine,1290.8,55.1,36.9,18.2,2016/2017,4.25,107.9502159,,,,,,,,,
2017,February,Intermediate,2,Total,IT2,0,0,0,0,0,Loraine,Loraine,1290.8,55.1,36.9,18.2,2016/2017,4.25,107.9502159,,,,,,,,,
2017,February,Intermediate,3,Open,IO3,0,0,0,0,0,Loraine,Loraine,1290.8,55.1,36.9,18.2,2016/2017,4.25,107.9502159,,,,,,,,,
2017,February,Intermediate,3,Partial,IP3,1,1,0,0,0,Loraine,Loraine,1290.8,55.1,36.9,18.2,2016/2017,4.25,107.9502159,,,,,,,,,
2017,February,Intermediate,3,Total,IT3,1,1,0,0,0,Loraine,Loraine,1290.8,55.1,36.9,18.2,2016/2017,4.25,107.9502159,,,,,,,,,
2017,February,Mesic,1,Open,MO1,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,52,30.2,21.8,2016/2017,5.41,137.4142748,,,,,,,,,
2017,February,Mesic,1,Partial,MP1,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,52,30.2,21.8,2016/2017,5.41,137.4142748,,,,,,,,,
2017,February,Mesic,1,Total,MT1,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,52,30.2,21.8,2016/2017,5.41,137.4142748,,,,,,,,,
2017,February,Mesic,2,Open,MO2,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,52,30.2,21.8,2016/2017,5.41,137.4142748,,,,,,,,,
2017,February,Mesic,2,Partial,MP2,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,52,30.2,21.8,2016/2017,5.41,137.4142748,,,,,,,,,
2017,February,Mesic,2,Total,MT2,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,52,30.2,21.8,2016/2017,5.41,137.4142748,,,,,,,,,
2017,February,Mesic,3,Open,MO3,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,52,30.2,21.8,2016/2017,5.41,137.4142748,,,,,,,,,
2017,February,Mesic,3,Partial,MP3,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,52,30.2,21.8,2016/2017,5.41,137.4142748,,,,,,,,,
2017,February,Mesic,3,Total,MT3,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,52,30.2,21.8,2016/2017,5.41,137.4142748,,,,,,,,,
2017,February,Arid,1,Open,AO1,0,0,0,0,0,Lebec,Lebec,1089.7,55.8,38.6,17.2,2016/2017,2.76,70.10414021,,,,,,,,,
2017,February,Arid,1,Partial,AP1,1,1,0,0,0,Lebec,Lebec,1089.7,55.8,38.6,17.2,2016/2017,2.76,70.10414021,,,,,,,,,
2017,February,Arid,1,Total,AT1,1,1,0,0,0,Lebec,Lebec,1089.7,55.8,38.6,17.2,2016/2017,2.76,70.10414021,,,,,,,,,
2017,February,Arid,2,Open,AO2,0,0,0,0,0,Lebec,Lebec,1089.7,55.8,38.6,17.2,2016/2017,2.76,70.10414021,,,,,,,,,
2017,February,Arid,2,Partial,AP2,0,0,0,0,0,Lebec,Lebec,1089.7,55.8,38.6,17.2,2016/2017,2.76,70.10414021,,,,,,,,,
2017,February,Arid,2,Total,AT2,1,1,0,0,0,Lebec,Lebec,1089.7,55.8,38.6,17.2,2016/2017,2.76,70.10414021,,,,,,,,,
2017,February,Arid,3,Open,AO3,0,0,0,0,0,Lebec,Lebec,1089.7,55.8,38.6,17.2,2016/2017,2.76,70.10414021,,,,,,,,,
2017,February,Arid,3,Partial,AP3,1,1,0,0,0,Lebec,Lebec,1089.7,55.8,38.6,17.2,2016/2017,2.76,70.10414021,,,,,,,,,
2017,February,Arid,3,Total,AT3,1,1,0,0,0,Lebec,Lebec,1089.7,55.8,38.6,17.2,2016/2017,2.76,70.10414021,,,,,,,,,
2017,March,Intermediate,1,Open,IO1,0,0,0,0,0,Loraine,Loraine,1290.8,63.8,36.5,27.3,2016/2017,0.64,16.25603251,,,,,,,,,
2017,March,Intermediate,1,Partial,IP1,0,0,0,0,0,Loraine,Loraine,1290.8,63.8,36.5,27.3,2016/2017,0.64,16.25603251,,,,,,,,,
2017,March,Intermediate,1,Total,IT1,0,0,0,0,0,Loraine,Loraine,1290.8,63.8,36.5,27.3,2016/2017,0.64,16.25603251,,,,,,,,,
2017,March,Intermediate,2,Open,IO2,2,2,0,0,0,Loraine,Loraine,1290.8,63.8,36.5,27.3,2016/2017,0.64,16.25603251,,,,,,,,,
2017,March,Intermediate,2,Partial,IP2,6,2,4,0,0,Loraine,Loraine,1290.8,63.8,36.5,27.3,2016/2017,0.64,16.25603251,,,,,,,,,
2017,March,Intermediate,2,Total,IT2,12,7,5,0,0,Loraine,Loraine,1290.8,63.8,36.5,27.3,2016/2017,0.64,16.25603251,,,,,,,,,
2017,March,Intermediate,3,Open,IO3,1,1,0,0,0,Loraine,Loraine,1290.8,63.8,36.5,27.3,2016/2017,0.64,16.25603251,,,,,,,,,
2017,March,Intermediate,3,Partial,IP3,11,11,0,0,0,Loraine,Loraine,1290.8,63.8,36.5,27.3,2016/2017,0.64,16.25603251,,,,,,,,,
2017,March,Intermediate,3,Total,IT3,19,16,3,0,0,Loraine,Loraine,1290.8,63.8,36.5,27.3,2016/2017,0.64,16.25603251,,,,,,,,,
2017,March,Mesic,1,Open,MO1,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,61.9,28.3,33.6,2016/2017,1.07,27.17805436,,,,,,,,,
2017,March,Mesic,1,Partial,MP1,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,61.9,28.3,33.6,2016/2017,1.07,27.17805436,,,,,,,,,
2017,March,Mesic,1,Total,MT1,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,61.9,28.3,33.6,2016/2017,1.07,27.17805436,,,,,,,,,
2017,March,Mesic,2,Open,MO2,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,61.9,28.3,33.6,2016/2017,1.07,27.17805436,,,,,,,,,
2017,March,Mesic,2,Partial,MP2,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,61.9,28.3,33.6,2016/2017,1.07,27.17805436,,,,,,,,,
2017,March,Mesic,2,Total,MT2,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,61.9,28.3,33.6,2016/2017,1.07,27.17805436,,,,,,,,,
2017,March,Mesic,3,Open,MO3,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,61.9,28.3,33.6,2016/2017,1.07,27.17805436,,,,,,,,,
2017,March,Mesic,3,Partial,MP3,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,61.9,28.3,33.6,2016/2017,1.07,27.17805436,,,,,,,,,
2017,March,Mesic,3,Total,MT3,0,0,0,0,0,Chuchupate,Bear Valley,1493.5,61.9,28.3,33.6,2016/2017,1.07,27.17805436,,,,,,,,,
2017,March,Arid,1,Open,AO1,0,0,0,0,0,Lebec,Lebec,1089.7,NA,NA,NA,2016/2017,0.34,8.636017272,,,,,,,,,
2017,March,Arid,1,Partial,AP1,2,2,0,0,0,Lebec,Lebec,1089.7,NA,NA,NA,2016/2017,0.34,8.636017272,,,,,,,,,
2017,March,Arid,1,Total,AT1,4,4,0,0,0,Lebec,Lebec,1089.7,NA,NA,NA,2016/2017,0.34,8.636017272,,,,,,,,,
2017,March,Arid,2,Open,AO2,0,0,0,0,0,Lebec,Lebec,1089.7,NA,NA,NA,2016/2017,0.34,8.636017272,,,,,,,,,
2017,March,Arid,2,Partial,AP2,1,1,0,0,0,Lebec,Lebec,1089.7,NA,NA,NA,2016/2017,0.34,8.636017272,,,,,,,,,
2017,March,Arid,2,Total,AT2,6,6,0,0,0,Lebec,Lebec,1089.7,NA,NA,NA,2016/2017,0.34,8.636017272,,,,,,,,,
2017,March,Arid,3,Open,AO3,0,0,0,0,0,Lebec,Lebec,1089.7,NA,NA,NA,2016/2017,0.34,8.636017272,,,,,,,,,
2017,March,Arid,3,Partial,AP3,1,1,0,0,0,Lebec,Lebec,1089.7,NA,NA,NA,2016/2017,0.34,8.636017272,,,,,,,,,
2017,March,Arid,3,Total,AT3,2,2,0,0,0,Lebec,Lebec,1089.7,NA,NA,NA,2016/2017,0.34,8.636017272,,,,,,,,,
2017,April,Intermediate,3,Open,IO3,8,8,0,0,0,Loraine,Loraine,1290.8,64.5,38.3,26.2,2016/2017,0.41,10.41402083,,,,,,,,,
2017,April,Intermediate,3,Partial,IP3,14,11,3,0,0,Loraine,Loraine,1290.8,64.5,38.3,26.2,2016/2017,0.41,10.41402083,,,,,,,,,
2017,April,Intermediate,3,Total,IT3,28,22,6,0,0,Loraine,Loraine,1290.8,64.5,38.3,26.2,2016/2017,0.41,10.41402083,,,,,,,,,
2017,April,Intermediate,2,Open,IO2,4,3,1,0,0,Loraine,Loraine,1290.8,64.5,38.3,26.2,2016/2017,0.41,10.41402083,,,,,,,,,
2017,April,Intermediate,2,Total,IT2,12,10,0,2,0,Loraine,Loraine,1290.8,64.5,38.3,26.2,2016/2017,0.41,10.41402083,,,,,,,,,
2017,April,Intermediate,2,Partial,IP2,4,4,0,0,0,Loraine,Loraine,1290.8,64.5,38.3,26.2,2016/2017,0.41,10.41402083,,,,,,,,,
2017,April,Intermediate,1,Total,IT1,1,1,0,0,0,Loraine,Loraine,1290.8,64.5,38.3,26.2,2016/2017,0.41,10.41402083,,,,,,,,,
2017,April,Intermediate,1,Open,IO1,0,0,0,0,0,Loraine,Loraine,1290.8,64.5,38.3,26.2,2016/2017,0.41,10.41402083,,,,,,,,,
2017,April,Intermediate,1,Partial,IP1,0,0,0,0,0,Loraine,Loraine,1290.8,64.5,38.3,26.2,2016/2017,0.41,10.41402083,,,,,,,,,
2017,April,Mesic,1,Total,MT1,3,3,0,0,0,Chuchupate,Bear Valley,1493.5,64,31.8,32.2,2016/2017,0.8,20.32004064,,,,,,,,,
2017,April,Mesic,1,Partial,MP1,5,5,0,0,0,Chuchupate,Bear Valley,1493.5,64,31.8,32.2,2016/2017,0.8,20.32004064,,,,,,,,,
2017,April,Mesic,1,Open,MO1,2,2,0,0,0,Chuchupate,Bear Valley,1493.5,64,31.8,32.2,2016/2017,0.8,20.32004064,,,,,,,,,
2017,April,Mesic,2,Total,MT2,8,8,0,0,0,Chuchupate,Bear Valley,1493.5,64,31.8,32.2,2016/2017,0.8,20.32004064,,,,,,,,,
2017,April,Mesic,2,Partial,MP2,4,2,2,0,0,Chuchupate,Bear Valley,1493.5,64,31.8,32.2,2016/2017,0.8,20.32004064,,,,,,,,,
2017,April,Mesic,2,Open,MO2,1,1,0,0,0,Chuchupate,Bear Valley,1493.5,64,31.8,32.2,2016/2017,0.8,20.32004064,,,,,,,,,
2017,April,Mesic,3,Total,MT3,9,9,0,0,0,Chuchupate,Bear Valley,1493.5,64,31.8,32.2,2016/2017,0.8,20.32004064,,,,,,,,,
2017,April,Mesic,3,Partial,MP3,6,6,0,0,0,Chuchupate,Bear Valley,1493.5,64,31.8,32.2,2016/2017,0.8,20.32004064,,,,,,,,,
2017,April,Mesic,3,Open,MO3,1,1,0,0,0,Chuchupate,Bear Valley,1493.5,64,31.8,32.2,2016/2017,0.8,20.32004064,,,,,,,,,
2017,April,Arid,2,Open,AO2,1,1,0,0,0,Lebec,Lebec,1089.7,64.6,41.1,23.5,2016/2017,0.08,2.032004064,,,,,,,,,
2017,April,Arid,2,Partial,AP2,3,3,0,0,0,Lebec,Lebec,1089.7,64.6,41.1,23.5,2016/2017,0.08,2.032004064,,,,,,,,,
